Latitude,Longitude,Type,Date,Part of a policing operation,Policing operation,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
52.481861,-1.888932,Person search,2018-06-07T15:43:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.466963,-1.809659,Person search,2018-06-07T16:06:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,
52.478991,-1.95284,Person search,2018-06-07T16:29:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.401029,-1.982377,Person and Vehicle search,2018-06-07T16:38:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.406708,-1.51535,Person search,2018-06-07T17:29:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.520457,-1.857458,Vehicle search,2018-06-07T17:42:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,
52.520457,-1.857458,Person search,2018-06-07T17:46:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.459518,-1.985533,Person search,2018-06-07T18:19:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.459518,-1.985533,Person search,2018-06-07T18:24:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.515474,-1.855102,Person search,2018-06-07T18:55:00+00:00,,,,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.603571,-2.131665,Person search,2018-06-07T19:58:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.587014,-2.004842,Person and Vehicle search,2018-06-07T21:43:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.504125,-1.8944,Person search,2018-06-07T21:58:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.48292,-1.760026,Person and Vehicle search,2018-06-07T22:06:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.537336,-1.827077,Person search,2018-06-07T22:18:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.536959,-1.827609,Person and Vehicle search,2018-06-07T22:19:00+00:00,,,,18-24,Asian/Asian British - Indian,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.536959,-1.827609,Person search,2018-06-07T22:19:00+00:00,,,,18-24,Asian/Asian British - Indian,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.536959,-1.827609,Person search,2018-06-07T22:19:00+00:00,,,,18-24,Asian/Asian British - Indian,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.536959,-1.827609,Person and Vehicle search,2018-06-07T22:19:00+00:00,,,,18-24,Asian/Asian British - Indian,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.537336,-1.827077,Person search,2018-06-07T22:26:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.537336,-1.827077,Person search,2018-06-07T22:28:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.586574,-2.129577,Person search,2018-06-07T22:44:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.586574,-2.129577,Person and Vehicle search,2018-06-07T22:44:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.601474,-2.141714,Vehicle search,2018-06-08T00:00:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.505007,-1.808744,Person search,2018-06-08T00:38:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,
52.505007,-1.808744,Person and Vehicle search,2018-06-08T00:38:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,
52.417888,-1.543826,Person search,2018-06-08T10:32:00+00:00,,,,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.526178,-1.8385,Person search,2018-06-08T10:42:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,TRUE
52.519948,-2.015224,Person search,2018-06-08T10:44:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Khat or Cannabis warning,FALSE,
52.472569,-1.874705,Person search,2018-06-08T12:21:00+00:00,,,,over 34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.506067,-1.894219,Person search,2018-06-08T12:32:00+00:00,,,,25-34,Asian/Asian British - Indian,Asian,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.507424,-1.930592,Person search,2018-06-08T13:31:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,,FALSE
52.507424,-1.930592,Person search,2018-06-08T13:48:00+00:00,,,,Oct-17,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,FALSE
52.488848,-1.965848,Person search,2018-06-08T15:07:00+00:00,,,,Oct-17,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,FALSE
52.496914,-1.973782,Person search,2018-06-08T15:11:00+00:00,,,,Oct-17,Mixed/Multiple ethnic groups - White and Black African,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,FALSE
52.477102,-2.015003,Person and Vehicle search,2018-06-08T15:57:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.521089,-1.859873,Person search,2018-06-08T16:02:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.47658,-1.859514,Person search,2018-06-08T17:32:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,FALSE,FALSE
52.547557,-1.991772,Person search,2018-06-08T18:19:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.456608,-1.879695,Person search,2018-06-08T18:32:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
52.402585,-1.820725,Person search,2018-06-08T18:47:00+00:00,,,,,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
52.423432,-1.440522,Person search,2018-06-08T19:30:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.516062,-2.055335,Person and Vehicle search,2018-06-08T19:40:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.516296,-2.055276,Person and Vehicle search,2018-06-08T19:40:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.477143,-1.890814,Person search,2018-06-08T20:26:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.477143,-1.890814,Person search,2018-06-08T20:26:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Black African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.500269,-1.980585,Person search,2018-06-08T20:38:00+00:00,,,,,Asian/Asian British - Indian,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.505034,-2.015293,Person search,2018-06-08T20:57:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.505034,-2.015293,Person search,2018-06-08T21:03:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.503173,-2.016368,Person search,2018-06-08T21:22:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
52.476218,-1.901387,Person search,2018-06-08T23:22:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,FALSE
52.568419,-2.030792,Person search,2018-06-08T23:50:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Asian,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.474298,-1.896047,Person search,2018-06-09T00:07:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.496247,-1.82385,Person search,2018-06-09T00:13:00+00:00,,,,over 34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,
52.447356,-1.827311,Person search,2018-06-09T00:21:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,
52.517244,-1.920453,Person search,2018-06-09T00:34:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.474475,-1.8829,Vehicle search,2018-06-09T01:38:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,
52.471314,-2.063935,Person search,2018-06-09T02:40:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.498452,-1.930415,Person and Vehicle search,2018-06-09T02:50:00+00:00,,,,Oct-17,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.517893,-1.828332,Person search,2018-06-09T03:54:00+00:00,,,,,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.422367,-1.890566,Person search,2018-06-09T04:17:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.47946,-1.909227,Person search,2018-06-09T04:52:00+00:00,,,,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.474394,-1.91467,Person search,2018-06-09T05:37:00+00:00,,,,18-24,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.475915,-1.905392,Person search,2018-06-09T13:14:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.475915,-1.905392,Person search,2018-06-09T13:14:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.475915,-1.905392,Person search,2018-06-09T13:14:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.475915,-1.905392,Person search,2018-06-09T13:14:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,
52.482273,-2.121687,Person search,2018-06-09T13:35:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,FALSE
52.469408,-1.869134,Person and Vehicle search,2018-06-09T14:08:00+00:00,,,,18-24,Asian/Asian British - Any other Asian background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.471809,-1.869584,Person search,2018-06-09T14:35:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.468355,-1.867827,Person search,2018-06-09T14:52:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.468355,-1.867827,Person and Vehicle search,2018-06-09T14:52:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.482273,-2.121687,Person search,2018-06-09T15:00:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,
52.507589,-1.810117,Person search,2018-06-09T15:19:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,,FALSE
52.49376,-1.772604,Person search,2018-06-09T15:49:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,TRUE
52.442387,-1.480666,Vehicle search,2018-06-09T16:30:00+00:00,,,,,,,Firearms Act 1968 (section 47),Firearms,,,
52.480729,-1.85632,Vehicle search,2018-06-09T18:07:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.480729,-1.85632,Vehicle search,2018-06-09T18:07:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,
52.494491,-1.897841,Person search,2018-06-09T18:25:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,TRUE
52.497777,-1.903092,Person search,2018-06-09T18:30:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.588173,-2.121892,Person and Vehicle search,2018-06-09T19:30:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.588173,-2.121892,Person search,2018-06-09T19:30:00+00:00,,,,,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.588173,-2.121892,Person search,2018-06-09T19:30:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.510874,-1.85771,Person and Vehicle search,2018-06-09T19:57:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.511079,-1.856369,Person search,2018-06-09T20:00:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.474705,-1.805253,Person and Vehicle search,2018-06-09T20:01:00+00:00,,,,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.511079,-1.856369,Person search,2018-06-09T20:01:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.498093,-1.825949,Person search,2018-06-09T20:15:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Black African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.58265,-2.125507,Person and Vehicle search,2018-06-09T20:18:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.418399,-1.861463,Vehicle search,2018-06-09T20:24:00+00:00,,,,,,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,
52.568617,-1.82477,Person search,2018-06-09T20:40:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.421656,-1.863688,Person and Vehicle search,2018-06-09T20:48:00+00:00,,,,,White - Irish,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.409847,-1.949371,Person search,2018-06-09T20:52:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,FALSE
52.409847,-1.949371,Person search,2018-06-09T20:52:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,FALSE
52.58301,-1.973952,Person search,2018-06-09T20:55:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,FALSE
52.497999,-1.823195,Person and Vehicle search,2018-06-09T21:04:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.585385,-2.015823,Person and Vehicle search,2018-06-09T21:30:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Firearms Act 1968 (section 47),Firearms,A no further action disposal,,FALSE
52.582364,-2.020294,Vehicle search,2018-06-09T21:31:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.50424,-1.928004,Person search,2018-06-09T21:36:00+00:00,,,,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.486313,-1.901099,Person search,2018-06-09T22:02:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,FALSE
52.486313,-1.901099,Person search,2018-06-09T22:02:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,FALSE
52.512532,-1.895441,Person search,2018-06-09T22:07:00+00:00,,,,Oct-17,Asian/Asian British - Indian,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,FALSE
52.474757,-1.896959,Person search,2018-06-09T22:27:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,FALSE
52.474394,-1.91467,Person search,2018-06-09T22:45:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.617291,-2.0653,Person and Vehicle search,2018-06-09T23:20:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,TRUE
52.617291,-2.0653,Person and Vehicle search,2018-06-09T23:20:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.511079,-1.856369,Person search,2018-06-09T23:30:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.406225,-1.511577,Person search,2018-06-09T23:57:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
52.564682,-1.9819,Person search,2018-06-10T00:07:00+00:00,,,,,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.564682,-1.9819,Person search,2018-06-10T00:10:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.564682,-1.9819,Person search,2018-06-10T00:12:00+00:00,,,,,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.564682,-1.9819,Vehicle search,2018-06-10T00:14:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,
52.469193,-1.83388,Person search,2018-06-10T00:45:00+00:00,,,,18-24,Asian/Asian British - Pakistani,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.469193,-1.83388,Person and Vehicle search,2018-06-10T00:48:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.475316,-1.898415,Person search,2018-06-10T00:51:00+00:00,,,,,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.474298,-1.896047,Person search,2018-06-10T01:17:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.570697,-1.999529,Vehicle search,2018-06-10T02:07:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,,
52.450585,-1.789497,Person search,2018-06-10T02:35:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,,FALSE
52.474394,-1.91467,Person search,2018-06-10T03:07:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.509117,-1.85418,Person and Vehicle search,2018-06-10T04:13:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,FALSE
52.509117,-1.846695,Person search,2018-06-10T04:14:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.509117,-1.846695,Person search,2018-06-10T04:19:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.508555,-1.857453,Person search,2018-06-10T04:20:00+00:00,,,,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.480311,-1.782465,Person search,2018-06-10T04:20:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,,FALSE
52.460372,-2.04976,Person search,2018-06-10T05:45:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,FALSE,FALSE
52.474757,-1.896959,Person search,2018-06-10T05:49:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,,FALSE
52.459553,-2.049597,Person search,2018-06-10T05:57:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,FALSE
52.411753,-1.509076,Person search,2018-06-10T10:21:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.58827,-2.132711,Person search,2018-06-10T10:44:00+00:00,,,,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,,
52.481128,-1.741365,Person search,2018-06-10T11:36:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Summons / charged by post,,FALSE
52.47945,-1.738975,Person search,2018-06-10T11:46:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Summons / charged by post,,FALSE
52.480996,-1.738951,Person search,2018-06-10T11:50:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Summons / charged by post,,FALSE
52.480161,-1.739088,Person search,2018-06-10T11:51:00+00:00,,,,Oct-17,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Summons / charged by post,,FALSE
52.488848,-1.965848,Person search,2018-06-10T13:55:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - African,,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,,FALSE
52.481699,-1.834363,Person search,2018-06-10T17:20:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.486167,-1.84112,Vehicle search,2018-06-10T19:08:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Arrest,,
52.480801,-1.835618,Person search,2018-06-10T22:05:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
52.480801,-1.835618,Person and Vehicle search,2018-06-10T22:05:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,FALSE
