Latitude,Longitude,Type,Date,Part of a policing operation,Policing operation,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
52.488409,-1.836959,Person search,2018-03-29T12:25:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.488409,-1.836959,Person search,2018-03-29T12:25:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.488409,-1.836959,Person and Vehicle search,2018-03-29T12:25:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.488409,-1.836959,Person search,2018-03-29T12:25:00+00:00,,,,18-24,Black/African/Caribbean/Black British - African,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.517476,-1.853017,Person and Vehicle search,2018-03-29T13:39:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.517476,-1.853017,Person and Vehicle search,2018-03-29T13:39:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.41499,-1.500527,Person search,2018-03-29T13:41:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.576912,-2.150355,Person and Vehicle search,2018-03-29T13:41:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.576003,-2.15838,Person and Vehicle search,2018-03-29T14:15:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.576003,-2.15838,Person and Vehicle search,2018-03-29T14:15:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.480348,-1.832925,Person search,2018-03-29T14:31:00+00:00,,,,,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.413045,-1.497844,Person search,2018-03-29T14:35:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.413495,-1.497912,Person search,2018-03-29T14:39:00+00:00,,,,over 34,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.415874,-1.497003,Person search,2018-03-29T15:03:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.516834,-2.056441,Person search,2018-03-29T15:12:00+00:00,,,,,Black/African/Caribbean/Black British - Caribbean,,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,FALSE
52.491041,-2.127293,Person search,2018-03-29T15:15:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.518799,-1.994283,Person search,2018-03-29T16:47:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,FALSE
52.490204,-2.128572,Person and Vehicle search,2018-03-29T17:01:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.535609,-1.798247,Person and Vehicle search,2018-03-29T17:05:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.515414,-1.91356,Person search,2018-03-29T18:58:00+00:00,,,,over 34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.515414,-1.91356,Person search,2018-03-29T18:58:00+00:00,,,,18-24,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.508826,-1.883206,Person search,2018-03-29T19:42:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Suspect arrested,TRUE,FALSE
52.508826,-1.883206,Person search,2018-03-29T19:51:00+00:00,,,,Oct-17,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Nothing found - no further action,,FALSE
52.413045,-1.497844,Person search,2018-03-29T19:56:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.413045,-1.497844,Person search,2018-03-29T19:58:00+00:00,,,,over 34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.372429,-1.75422,Vehicle search,2018-03-29T20:25:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.372429,-1.75422,Person and Vehicle search,2018-03-29T20:25:00+00:00,,,,18-24,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.372429,-1.75422,Vehicle search,2018-03-29T20:25:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.414595,-1.88616,Vehicle search,2018-03-29T20:26:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
52.372429,-1.75422,Vehicle search,2018-03-29T20:46:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,
52.372429,-1.75422,Person search,2018-03-29T20:46:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.583611,-2.134719,Person search,2018-03-29T21:41:00+00:00,,,,25-34,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.526178,-1.8385,Person and Vehicle search,2018-03-29T22:21:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.526178,-1.8385,Person search,2018-03-29T22:21:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.476514,-1.91259,Person search,2018-03-29T23:59:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.430115,-1.439231,Person search,2018-03-30T00:19:00+00:00,,,,Oct-17,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.430115,-1.439231,Person search,2018-03-30T00:19:00+00:00,,,,Oct-17,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.430115,-1.439231,Person search,2018-03-30T00:19:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.430965,-1.44025,Person search,2018-03-30T00:21:00+00:00,,,,18-24,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.418102,-1.798812,Person search,2018-03-30T00:42:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.47166,-2.030621,Person search,2018-03-30T00:43:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.473692,-2.031373,Person and Vehicle search,2018-03-30T00:43:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.47166,-2.030621,Person search,2018-03-30T00:54:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.47166,-2.030621,Person search,2018-03-30T00:55:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.47166,-2.030621,Person search,2018-03-30T00:59:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.481024,-2.165194,Person search,2018-03-30T01:00:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,FALSE,FALSE
52.527214,-1.840309,Person and Vehicle search,2018-03-30T01:04:00+00:00,,,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,TRUE,FALSE
52.474749,-2.04458,Person search,2018-03-30T02:00:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.580523,-2.112854,Person and Vehicle search,2018-03-30T02:42:00+00:00,,,,,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.407347,-1.459497,Vehicle search,2018-03-30T11:05:00+00:00,,,,,,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,TRUE,
52.432774,-1.730822,Vehicle search,2018-03-30T11:46:00+00:00,,,,,,,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
52.441384,-1.978345,Person and Vehicle search,2018-03-30T12:04:00+00:00,,,,over 34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,TRUE,FALSE
52.432774,-1.730822,Person search,2018-03-30T12:31:00+00:00,,,,18-24,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,FALSE
52.432774,-1.730822,Person search,2018-03-30T12:31:00+00:00,,,,over 34,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,FALSE
52.432774,-1.730822,Person search,2018-03-30T12:41:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,FALSE
52.403357,-1.885439,Person search,2018-03-30T12:42:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,FALSE
52.432774,-1.730822,Vehicle search,2018-03-30T12:43:00+00:00,,,,,,,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,
52.473573,-2.037438,Person search,2018-03-30T14:26:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.539442,-1.848919,Person and Vehicle search,2018-03-30T15:45:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.539442,-1.848919,Person search,2018-03-30T15:45:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.539442,-1.848919,Person search,2018-03-30T15:45:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.539442,-1.848919,Person search,2018-03-30T15:45:00+00:00,,,,,White - English/Welsh/Scottish/Northern Irish/British,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.477784,-1.893786,Person search,2018-03-30T16:09:00+00:00,,,,18-24,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,FALSE
52.477784,-1.893786,Person search,2018-03-30T16:09:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
52.519425,-1.903914,Person search,2018-03-30T16:49:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.519425,-1.903914,Person search,2018-03-30T16:49:00+00:00,,,,18-24,Black/African/Caribbean/Black British - Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.598755,-2.145529,Person search,2018-03-30T17:01:00+00:00,,,,over 34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.598755,-2.145529,Person and Vehicle search,2018-03-30T17:02:00+00:00,,,,25-34,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,FALSE,FALSE
52.509182,-1.888922,Person and Vehicle search,2018-03-30T18:04:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.509182,-1.888922,Person and Vehicle search,2018-03-30T18:04:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.509182,-1.888922,Person and Vehicle search,2018-03-30T18:04:00+00:00,,,,25-34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,FALSE
52.414702,-1.500648,Person search,2018-03-30T18:14:00+00:00,,,,25-34,White - English/Welsh/Scottish/Northern Irish/British,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.475932,-1.915507,Person search,2018-03-30T22:06:00+00:00,,,,25-34,Mixed/Multiple ethnic groups - White and Black Caribbean,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.502257,-1.990086,Person search,2018-03-30T22:22:00+00:00,,,,18-24,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.502257,-1.990086,Person search,2018-03-30T22:22:00+00:00,,,,18-24,Other ethnic group - Not stated,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,FALSE,FALSE
52.502257,-1.990086,Vehicle search,2018-03-30T22:22:00+00:00,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,TRUE,
52.502257,-1.990086,Person search,2018-03-30T22:22:00+00:00,,,,Oct-17,White - Any other White background,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,FALSE
52.587298,-2.124679,Person search,2018-03-30T22:30:00+00:00,,,,25-34,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,
